BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Moharm2019","Moharm, Karim","State of the art in big data applications in microgrid: A review","Advanced Engineering Informatics",42,,"","100945",2019,"","","https://www.sciencedirect.com/science/article/pii/S147403461830702X","","","","","","","","","","","","","The prospering Big data era is emerging in the power grid. Multiple world-wide studies are emphasizing the big data applications in the microgrid due to the huge amount of produced data. Big data analytics can impact the design and applications towards safer, better, more profitable, and effective power grid. This paper presents the recognition and challenges of the big data and the microgrid. The construction of big data analytics is introduced. The data sources, big data opportunities, and enhancement areas in the microgrid like stability improvement, asset management, renewable energy prediction, and decision-making support are summarized. Diverse case studies are presented including different planning, operation control, decision making, load forecasting, data attacks detection, and maintenance aspects of the microgrid. Finally, the open challenges of big data in the microgrid are discussed.","","Big data, Microgrid","",""
7,"","Stritih2019","Stritih, Ana; Bebi, Peter; Grêt-Regamey, Adrienne","Quantifying uncertainties in earth observation-based ecosystem service assessments","Environmental Modelling & Software",111,,"","300-310",2019,"","","https://www.sciencedirect.com/science/article/pii/S1364815218300884","","","","","","","","","","","","","Ecosystem service (ES) assessments are widely promoted as a tool to support decision-makers in ecosystem management, and the mapping of ES is increasingly supported by the spatial data on ecosystem properties provided by Earth Observation (EO). However, ES assessments are often associated with high levels of uncertainty, which affects their credibility. We demonstrate how different types of information on ES (including EO data, process models, and expert knowledge) can be integrated in a Bayesian Network, where the associated uncertainties are quantified. The probabilistic approach is used to map the provision and demand of avalanche protection, an important regulating service in mountain regions, and to identify the key sources of uncertainty. The model outputs show high uncertainties, mainly due to uncertainties in process modelling. Our results demonstrate that the potential of EO to improve the accuracy of ES assessments cannot be fully utilized without an improved understanding of ecosystem processes.","","Ecosystem services, Earth observation, Uncertainty, Bayesian network, Avalanche protection","",""
7,"","Cirillo2019","Cirillo, Davide; Valencia, Alfonso","Big data analytics for personalized medicine","Current Opinion in Biotechnology",58,,"","161-167",2019,"","Systems Biology • Nanobiotechnology","https://www.sciencedirect.com/science/article/pii/S0958166918301903","","","","","","","","","","","","","Big Data are radically changing biomedical research. The unprecedented advances in automated collection of large-scale molecular and clinical data pose major challenges to data analysis and interpretation, calling for the development of new computational approaches. The creation of powerful systems for the effective use of biomedical Big Data in Personalized Medicine (a.k.a. Precision Medicine) will require significant scientific and technical developments, including infrastructure, engineering, project and financial management. We review here how the evolution of data-driven methods offers the possibility to address many of these problems, guiding the formulation of hypotheses on systems functioning and the generation of mechanistic models, and facilitating the design of clinical procedures in Personalized Medicine.","","","",""
7,"","Ottenbacher2019","Ottenbacher, Kenneth J.; Graham, James E.; Fisher, Steve R.","Data Science in Physical Medicine and Rehabilitation: Opportunities and Challenges","Physical Medicine and Rehabilitation Clinics of North America",30,2,"","459-471",2019,"","Technological Advances in Rehabilitation","https://www.sciencedirect.com/science/article/pii/S1047965118308672","","","","","","","","","","","","","","","Data science, Big data, Data networks, Rehabilitation science, Outcomes","",""
7,"","Musyaffa2020","Musyaffa, Fathoni A.; Vidal, Maria-Esther; Orlandi, Fabrizio; Lehmann, Jens; Jabeen, Hajira","IOTA: Interlinking of heterogeneous multilingual open fiscal DaTA","Expert Systems with Applications",147,,"","113135",2020,"","","https://www.sciencedirect.com/science/article/pii/S0957417419308528","","","","","","","","","","","","","Open budget data are among the most frequently published datasets of the open data ecosystem, intended to improve public administrations and government transparency. Unfortunately, the prospects of analysis across different open budget data remain limited due to schematic and linguistic differences. Budget and spending datasets are published together with descriptive classifications. Various public administrations typically publish the classifications and concepts in their regional languages. These classifications can be exploited to perform a more in-depth analysis, such as comparing similar items across different, cross-lingual datasets. However, in order to enable such analysis, a mapping across the multilingual classifications of datasets is required. In this paper, we present the framework for Interlinking of Heterogeneous Multilingual Open Fiscal DaTA (IOTA). IOTA makes use of machine translation followed by string similarities to map concepts across different datasets. To the best of our knowledge, IOTA is the first framework to offer scalable implementation of string similarity using distributed computing. The results demonstrate the applicability of the proposed multilingual matching, the scalability of the proposed framework, and an in-depth comparison of string similarity measures.","","Data interlinking, Budget and spending data, String similarity measure, Open data, Translated string matching framework, Cluster computing","",""
7,"","Buyle2019","Buyle, Raf; Vanlishout, Ziggy; Coetzee, Serena; De Paepe, Dieter; Van Compernolle, Mathias; Thijs, Geert; Van Nuffelen, Bert; De Vocht, Laurens; Mechant, Peter; De Vidts, Björn; Mannens, Erik","Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders","Journal of Web Semantics",55,,"","86-101",2019,"","","https://www.sciencedirect.com/science/article/pii/S1570826818300519","","","","","","","","","","","","","The transformation of society towards a digital economy and government austerity creates a new context leading to changing roles for both government and private sector. Boundaries between public and private services are blurring, enabling government and private sector to collaborate and share responsibilities. In Belgium, the regional Government of Flanders embedded the re-use of public sector information in its legislation and published a data portal containing well over 4000 Open Datasets. Due to a lack of interoperability, interconnecting and interpreting these sources of information remain challenges for public administrations, businesses and citizens. To dissolve the boundaries between the data silos, the Flemish government applied Linked Data design principles in an operational public sector context. This paper discusses the trends we have identified while ‘rewiring’ the Authentic Source for addresses to a Linked Base Registry. We observed the impact on multiple interoperability levels; namely on the legal, organisational, semantic and technical level. In conclusion Linked Data can increase semantic and technical interoperability and lead to a better adoption of government information in the public and private sector. We strongly believe that the insights from the past thirteen years in the region of Flanders could speed up processes in other countries that are facing the complexity of raising technical and semantic interoperability.","","Semantic web, Ontology, e-government, Address registry, Linked Open Data, Semantic interoperability","",""
7,"","Do2019","Do, Nhan; Grossman, Robert; Feldman, Theodore; Fillmore, Nathanael; Elbers, Danne; Tuck, David; Dhond, Rupali; Selva, Luis; Meng, Frank; Fitzsimons, Michael; Ajjarapu, Samuel; Ayandeh, Siamack; Hall, Robert; Do, Stephanie; Brophy, Mary","The Veterans Precision Oncology Data Commons: Transforming VA data into a national resource for research in precision oncology","Seminars in Oncology",46,4,"","314-320",2019,"","Cancer Care in the Veterans Affairs Medical Centers (VAMC)","https://www.sciencedirect.com/science/article/pii/S0093775419300521","","","","","","","","","","","","","The Department of Veterans Affairs (VA) has a strong track record providing high-quality, evidence-based care to cancer patients. In order to accelerate discoveries that will further improve care for Veterans with cancer, the VA has partnered with the Center for Translational Data Science at the University of Chicago and the Open Commons Consortium to establish a data sharing platform, the Veterans Precision Oncology Data Commons (VPODC). The VPODC makes clinical, genomic, and imaging data from the VA available to the research community at large. In this paper, we detail our motivation for data sharing, describe the VPODC, and outline our collaboration model. By transforming VA data into a national resource for research in precision oncology, the VPODC seeks to foster innovation through collaboration and resource sharing that will ultimately lead to improved care for Veterans with cancer.","","Precision oncology, Data commons, Data sharing","",""
7,"","Wey2018","Wey, Wann-Ming; Huang, Jhong-You","Urban sustainable transportation planning strategies for livable City's quality of life","Habitat International",82,,"","9-27",2018,"","","https://www.sciencedirect.com/science/article/pii/S0197397518301838","","","","","","","","","","","","","Urban planning and its relevant transportation deploying have a particularly profound influence on the sustainability and livability of a city, and which also be crucial to the quality of life to urban residents at the same time. It was also suggested that the conception of livability should be extended to embrace the concerns associated with the sustainability. However, planning frameworks or assessment patterns that address the dynamics of urban planning and demand for transportation deploying are relatively rare; there also few public policies in related research fields have discussed the effects of the changes in various assessment indicators over time. Furthermore, following the rising advancements in social communication and computer technologies in modern society, the data collection, storage, and processing capabilities of people have improved substantially. And, the emergence of big data or extendible open data facilitates analysis and prediction availability, and enabled people to find immediate solutions to numerous dilemmas encountered. Therefore, based on the aforementioned intention, treating the city as a dynamic process with the trying of introducing the big data or extendible open data for facilitating urban sustainability and livability is undoubtedly worth to explore in further. The present study intends to initially examine the application of big data in sustainable and livable transportation strategies in Taipei City, Taiwan. Firstly, we investigate previous research on transportation sustainability in various countries to generalize our preliminary list of transportation sustainability indices that satisfy the principles of livable cities. And, key indices were then selected through the Fuzzy Delphi Method by administering a questionnaire to six experts from industrial, governmental, and academic sectors respectively. The research results were applied to develop decision-making strategies for responding to the environmental dynamics of Taipei City's transportation infrastructure system by using the analytic network process combined with a data-mining technique. Thus, big data pertaining to urban transportation were analyzed to predict the future dynamic trends of the key indices and prioritize the sustainable transportation strategies for a livable city under dynamic temporal and spatial changes. Ultimately, the policy implications of this study can not only offer a solution for current needs related to urban planning but also serve as a more transparent decision-making or well selection basis for developing sustainable and livable urban life in near future.","","Sustainability, Livability, Fuzzy Delphi method, Big data, Extendible open data, Dynamic network process","",""
7,"","Yang2019","Yang, Chao-Tung; Chen, Cai-Jin; Tsan, Yu-Tse; Liu, Po-Yu; Chan, Yu-Wei; Chan, Wei-Chen","An implementation of real-time air quality and influenza-like illness data storage and processing platform","Computers in Human Behavior",100,,"","266-274",2019,"","","https://www.sciencedirect.com/science/article/pii/S074756321830493X","","","","","","","","","","","","","Recently, air pollution has become the primary concern in Taiwan as it significantly affected people's health. Some air pollution monitoring, analysis, and prediction systems were proposed to solve the problem. However, there is very little research to see whether the air quality is associated with the Influenza-Like Illness (ILI) disease or not. In this study, a system is needed, in which the air quality data and the influenza-like illness data can be analyzed together to determine their associations accurately and effectively. In this work, a novel integrated platform was implemented by building a cluster environment based on Hadoop, Spark and a visualization environment with ELK Stack as well as a backup storage system based on Ceph object storage architecture. Also, Sqoop and Alluxio were used to solve the inefficiency problem in processing vast amounts of data. The experimental results showed the visualization of air quality and influenza-like illness data collected from 2016 to 2017 in Taichung, Taiwan. Besides, the association analyses and discussion between air quality and influenza-like illness were also presented.","","air pollution, Influenza-like illness, Association analysis, Ceph, Alluxio","",""
7,"","Bekele2018","Bekele, Ketema; Haji, Jema; Legesse, Belaineh; Schaffner, Urs","Economic impacts of Prosopis spp. invasions on dryland ecosystem services in Ethiopia and Kenya: Evidence from choice experimental data","Journal of Arid Environments",158,,"","9-18",2018,"","","https://www.sciencedirect.com/science/article/pii/S0140196318304245","","","","","","","","","","","","","Biological invasions can induce trajectories of changes that make ecosystems fragile and less reliable in providing services and goods. Here we set out to assess the economic value of dry land ecosystem services affected by the invasive tree Prosopis, which was originally introduced in Africa and elsewhere for providing firewood, animal fodder and other services to rural people. Based on choice experiment method, we estimated the economic values of dry land ecosystem services affected by Prosopis in the heavily invaded Afar region, Ethiopia and Baringo County, Kenya. Including labor and cash contributions as payment attributes, a random parameters logit model was employed for analyzing households' preferences for the affected ecosystem services. We found that, despite the services provided by Prosopis, households from both regions were willing to pay for its management primarily driven by biodiversity and water. WTP was on average higher in Afar (USD 50.42/year) than in Baringo (USD 37.74/year), which may be because the ecosystems in Afar were less degraded prior to the invasion by Prosopis than in Baringo and that charcoal production in Afar is officially prohibited. Our results indicate that the costs imposed by the deliberately introduced Prosopis outweigh its benefits in both Afar and Baringo.","",", Ecosystem service, Discrete choice experiment, Random parameters logit, Willingness-to-pay, Individual preference heterogeneity","",""
7,"","Wu2020","Wu, Yefan; Zhang, Mi; Li, Wenli; Xiao, Zhenfeng; Li, Peizhe; Li, Dawei; Liu, Haotian; Deng, Kai","Exploration and Research on the Construction Method of Ubiquitous Power Internet of Things for Prefecture-level Power Supply Companies","Procedia Computer Science",175,,"","763-768",2020,"","The 17th International Conference on Mobile Systems and Pervasive Computing (MobiSPC),The 15th International Conference on Future Networks and Communications (FNC),The 10th International Conference on Sustainable Energy Information Technology","https://www.sciencedirect.com/science/article/pii/S1877050920318135","","","","","","","","","","","","","In order to promote the construction of the Ubiquitous Power Internet of Things scientifically and effectively, this paper considers the characteristics of each region comprehensively according to the needs of local and municipal companies, and forms three types of construction tasks with basic, improved and leading characteristics differentially. Key constructions in eight directions are defined, including production operations, customer service, construction management, energy ecology, enterprise intermediate platform, smart internet of things, basic support and technology research, etc. The objectives and effectiveness of twelve specific construction projects are cited as examples, which provide references for promoting the construction for prefecture-level power supply companies comprehensively.","","UPIOT, Energy ecology, Construction method","",""
7,"","Faroukhi2020","Faroukhi, Abou Zakaria; El Alaoui, Imane; Gahi, Youssef; Amine, Aouatif","A Multi-Layer Big Data Value Chain Approach for Security Issues","Procedia Computer Science",175,,"","737-744",2020,"","The 17th International Conference on Mobile Systems and Pervasive Computing (MobiSPC),The 15th International Conference on Future Networks and Communications (FNC),The 10th International Conference on Sustainable Energy Information Technology","https://www.sciencedirect.com/science/article/pii/S1877050920318093","","","","","","","","","","","","","Big Data systems generate a lot of data from different sources, sometimes are less reliable. Also, business ecosystems are highly interconnected, through Big Data Value Chains (BDVC) either internally or with partners, making their data assets and processes more vulnerable to multiple cyber-attacks. However, this kind of sensitive exposition and data workflows requires specific protection and security management. In this contribution, we highlight the importance of coupling BDVC and Big Data security as well as existing contributions addressing these topics. Also, we propose a multi-dimensional model aiming to show cybersecurity milestones and reduce the gap between cyber-risks and how organizations manage their data. For this goal, we suggest a multi-layered security framework to deal with security issues along BDVC. This framework, which is a generic view adaptable to different domains, allows protecting organizations’ sensitive data assets as well as privacy concerns. Furthermore, this multi-layer projection ensures a sustainable cyber-ecosystem.","","Big Data Value Chain, Security, Privacy, Multi-layer, Vulnerability","",""
7,"","Li2019","Li, Xin; Zhao, Ning; Jin, Rui; Liu, Shaomin; Sun, Xiaomin; Wen, Xuefa; Wu, Dongxiu; Zhou, Yan; Guo, Jianwen; Chen, Shiping; Xu, Ziwei; Ma, Mingguo; Wang, Tianming; Qu, Yonghua; Wang, Xinwei; Wu, Fangming; Zhou, Yuke","Internet of Things to network smart devices for ecosystem monitoring","Science Bulletin",64,17,"","1234-1245",2019,"","","https://www.sciencedirect.com/science/article/pii/S2095927319304013","","","","","","","","","","","","","Smart, real-time, low-cost, and distributed ecosystem monitoring is essential for understanding and managing rapidly changing ecosystems. However, new techniques in the big data era have rarely been introduced into operational ecosystem monitoring, particularly for fragile ecosystems in remote areas. We introduce the Internet of Things (IoT) techniques to establish a prototype ecosystem monitoring system by developing innovative smart devices and using IoT technologies for ecosystem monitoring in isolated environments. The developed smart devices include four categories: large-scale and nonintrusive instruments to measure evapotranspiration and soil moisture, in situ observing systems for CO2 and δ13C associated with soil respiration, portable and distributed devices for monitoring vegetation variables, and Bi-CMOS cameras and pressure trigger sensors for terrestrial vertebrate monitoring. These new devices outperform conventional devices and are connected to each other via wireless communication networks. The breakthroughs in the ecosystem monitoring IoT include new data loggers and long-distance wireless sensor network technology that supports the rapid transmission of data from devices to wireless networks. The applicability of this ecosystem monitoring IoT is verified in three fragile ecosystems, including a karst rocky desertification area, the National Park for Amur Tigers, and the oasis-desert ecotone in China. By integrating these devices and technologies with an ecosystem monitoring information system, a seamless data acquisition, transmission, processing, and application IoT is created. The establishment of this ecosystem monitoring IoT will serve as a new paradigm for ecosystem monitoring and therefore provide a platform for ecosystem management and decision making in the era of big data.","","Ecosystem monitoring, Fragile ecosystem, Internet of Things, Wireless sensor network, Smart device","",""
7,"","Borgogno2019","Borgogno, Oscar; Colangelo, Giuseppe","Data sharing and interoperability: Fostering innovation and competition through APIs","Computer Law & Security Review",35,5,"","105314",2019,"","","https://www.sciencedirect.com/science/article/pii/S0267364918304503","","","","","","","","","","","","","Application Programming Interfaces (APIs) have been identified by the European Commission as a key enabler of interoperability among private and public undertakings. Further, a systematic adoption of open and standardized APIs by firms and developers appears crucial to unlock competition and ultimately promote the flourishing of Artificial Intelligence (AI) and Internet of Things (IoT) innovation. Analysing the main European regulatory initiatives which have so far surfaced in the realm of data governance (right to personal data portability, free flow of non-personal data, access to customer account data rule, re-use of government data), it seems that the EU legislator is not tackling the matter consistently. Indeed, on one side, all these initiatives share a strong reliance on APIs as a key facilitator to ensure a sound and effective data sharing ecosystem. However, on the other side, all these attempts are inherently different in terms of rationale, scope and implementation. The article stresses that data sharing via APIs requires a complex implementation process and sound standardization initiatives are essential for its success. Moreover, data pooling agreements need to be targeted in advance by competition law so to incentivize their adoption and leverage their pro-competitive potential. As for pricing and compensation issues, we point out that placing excessive reliance on fair, reasonable and non-discriminatory (FRAND) terms might be counterproductive.","","Big data, Artificial intelligence, Internet of things, Regulation, Competition policy, Data portability, Essential facility doctrine, Data pools, API, Standards","",""
7,"","Ma2019","Ma, Ruiqu; Lam, Patrick T. I.","Investigating the barriers faced by stakeholders in open data development: A study on Hong Kong as a “smart city”","Cities",92,,"","36-46",2019,"","","https://www.sciencedirect.com/science/article/pii/S0264275118308205","","","","","","","","","","","","","The drive towards open data aims at improving government transparency, motivating citizen participation and unlocking commercial innovation. However, various intertwining barriers hinder the adoption of open data. They are stemming from legislation and licensing, technology and operation, use level, institution and governance, as well as economic considerations. Through the use of social network analysis (SNA), this study identified 43 barriers faced by stakeholders in an open data project in Hong Kong and investigated their interdependencies. Hong Kong was selected as a representative case due to its relatively low ranking in the Global Open Data Index (24th) and poor data quality. It was found that the lack of an open data policy should be tackled as a matter of priority to provide technical guidance for the public sector, ensure data quality and achieve expected outcomes. It is also necessary to improve the IT literacy/mindset of the public sector, refine the governance structure relating to the delivery of open data initiatives, encourage engagement from private entities and provide a feedback loop for users. This study explored the interrelationships between various barriers to open data adoption and proposes practical recommendations to enhance open data development in the context of emerging “smart cities”.","","Open data, Barriers, Stakeholders, Social network analysis (SNA), Smart cities","",""
7,"","Knieps2019","Knieps, Günter","Internet of Things, big data and the economics of networked vehicles","Telecommunications Policy",43,2,"","171-181",2019,"","The data economy and data-driven ecosystems: regulation, frameworks, and case studies.","https://www.sciencedirect.com/science/article/pii/S0308596117304640","","","","","","","","","","","","","The evolution of special purpose standards for networked vehicles towards IP based communication networks and the high-volume data processing requirements call for the introduction of a new concept – the big data virtual network. The virtual network operator, which may be integrated with the operators of networked vehicle applications, combines sensor and camera devices with big data, either using large data centers (cloud computing) or local processing (fog computing), and complementary QoS (Quality of Service) differentiated bandwidth capacities from the all-IP network. The growing importance of camera-based sensors as well as geo-awareness requirements create a need for more pronounced QoS differentiated bandwidth as well as big data processing efforts. In particular, combining QoS differentiated all-IP bandwidth capacities with local data processing within the edge cloud constitutes a new task for big data virtual network service providers, enabling deterministic guarantees for ultra-low latencies required for networked fully automated (driverless) vehicles.","","Internet of Things, Networked vehicles, Big data, Cloud, Fog computing, Sensor networks, Automated driving, Virtual networks","",""
7,"","Rai2020","Rai, Rajesh Kumar; van den Homberg, Marc J. C.; Ghimire, Gopal Prasad; McQuistan, Colin","Cost-benefit analysis of flood early warning system in the Karnali River Basin of Nepal","International Journal of Disaster Risk Reduction",47,,"","101534",2020,"","","https://www.sciencedirect.com/science/article/pii/S2212420920300868","","","","","","","","","","","","","Nepal is severely flood-prone and ranks 20th worldwide in terms of flood-affected population. Although it is widely acknowledged that both national and community-based early warning systems (EWS) can reduce the impact of floods, studies quantifying the cost-benefits remain scarce. This study analyzes the costs and benefits of the EWS in the Lower Karnali River Basin in Nepal through 453 household surveys, 30 focus group discussions and 40 key informant interviews. The results show that households found the EWS to be beneficial and reliable, allowing them to save movable property, livestock and vehicles and health costs equivalent to NPR 117,027 (USD 1083) per household during the flood. The benefit-cost ratio is between 24 and 73 depending on different scenarios. 98% of the respondents would be willing to pay an annual fee of NPR 79 (USD 0.70) for five years if the existing flood EWS was to be managed by the community disaster committees. This can generate NPR 694,426 (USD 6430) annually, which would cover the annual maintenance and operating cost of the system. EWS gradually changes behaviors of communities over time as they start to trust the system and lead times are increased, resulting in more social capital and a wider range of early actions that reduce avoidable loss and damage. Improving the forecast lead time by 1 h can increase the current savings by 1.83 times. The results of the cost-benefit analysis can inform the policy-making of state and non-state actors and contribute to securing further funding.","","Floods, Early warning system, Cost-benefit analysis, Disaster risk management, Loss and damage, Karnali river basin","",""
7,"","Khurshid2019a","Khurshid, Muhammad Mahboob; Zakaria, Nor Hidayati; Rashid, Ammar; Kazmi, Rafaqat; Shafique, Muhammad Noman; Nazir Ahmad, Mohammad","Analyzing diffusion patterns of big open data as policy innovation in public sector","Computers & Electrical Engineering",78,,"","148-161",2019,"","","https://www.sciencedirect.com/science/article/pii/S0045790618330635","","","","","","","","","","","","","The Fourth Industrial Revolution begins, and policies are being formulated by economies as well as efforts are being made to meet the needs of the current times. Among other technologies which are part of Fourth Industrial Revolution, big open data is also the part of Pakistan’s digital policy framework. Scholarship is available to explore and examine the determinants of BOD diffusion and adoption, a little literature is available to understand big open data as policy innovation and its diffusion. Therefore, this study drew on Diffusion of Innovation (DOI) theory and its application to public policy innovation research to examine patterns of BOD policy innovation diffusion at government and public bodies’ level in Pakistan. These patterns are based on policy declaration timing by the governments, policy adoption timing, development of technological applications, and proactively released datasets statistics in public bodies. An Event History Analysis was carried out to examine BOD policy innovation diffusion patterns. Results showed that Federal government is the innovator for the policy innovation diffusion across different governments and subsequent public bodies. It was also found that efficacy ranking of public bodies is quite low in terms of developing BOD technological platforms and proactive release of datasets in large quantities. Therefore, government and policy-makers should focus on effective implementation of big open data policy innovation in Pakistan to equip with 21st century needs.","","Big Open Data, Open Government Data, Policy Innovation, Diffusion, Adoption, Knowledge-based Systems, Developing country, Pakistan","",""
7,"","Liddicoat2019","Liddicoat, Craig; Weinstein, Philip; Bissett, Andrew; Gellie, Nicholas J. C.; Mills, Jacob G.; Waycott, Michelle; Breed, Martin F.","Can bacterial indicators of a grassy woodland restoration inform ecosystem assessment and microbiota-mediated human health?","Environment International",129,,"","105-117",2019,"","","https://www.sciencedirect.com/science/article/pii/S0160412018331386","","","","","","","","","","","","","Understanding how microbial communities change with environmental degradation and restoration may offer new insights into the understudied ecology that connects humans, microbiota, and the natural world. Immunomodulatory microbial diversity and ‘Old Friends’ are thought to be supplemented from biodiverse natural environments, yet deficient in anthropogenically disturbed or degraded environments. However, few studies have compared the microbiomes of natural vs. human-altered environments and there is little knowledge of which microbial taxa are representative of ecological restoration—i.e. the assisted recovery of degraded ecosystems typically towards a more natural, biodiverse state. Here we use novel bootstrap-style resampling of site-level soil bacterial 16S rRNA gene environmental DNA data to identify genus-level indicators of restoration from a 10-year grassy eucalypt woodland restoration chronosequence at Mt Bold, South Australia. We found two key indicator groups emerged: ‘opportunistic taxa’ that decreased in relative abundance with restoration and more stable and specialist, ‘niche-adapted taxa’ that increased. We validated these results, finding seven of the top ten opportunists and eight of the top ten niche-adapted taxa displayed consistent differential abundance patterns between human-altered vs. natural samples elsewhere across Australia. Extending this, we propose a two-dimensional mapping for ecosystem condition based on the proportions of these divergent indicator groups. We also show that restoring a more biodiverse ecosystem at Mt Bold has increased the potentially immune-boosting environmental microbial diversity. Furthermore, environmental opportunists including the pathogen-containing genera Bacillus, Clostridium, Enterobacter, Legionella and Pseudomonas associated with disturbed ecosystems. Our approach is generalizable with potential to inform DNA-based methods for ecosystem assessment and help target environmental interventions that may promote microbiota-mediated human health gains.","","Bacterial indicators, Biodiversity hypothesis, Ecological restoration, Environmental health, Merged-sample bootstrap, Restoration genomics","",""
5,"","Allenby2019","Allenby, Greg M.; Rossi, Peter E.","Chapter 2 - Inference for marketing decisions","",1,,"","69-149",2019,"","","https://www.sciencedirect.com/science/article/pii/S2452261919300073","Handbook of the Economics of Marketing, Volume 1","","","Handbook of the Economics of Marketing","Dubé, Jean-Pierre; Rossi, Peter E.","North-Holland","","","","","","","The primary emphasis of quantitative marketing is on the evaluation of firm policies for determination of marketing variables as well as the optimization of these policies. Thus, our methods of inference must apply to decision problems and to policy evaluation. In addition, the data we have access to in marketing shapes the demands on inference in a qualitatively different manner than in economics. In marketing, we typically have data at a much lower level of product aggregation. This poses the challenge of creating demand systems for large numbers of products with an element of discrete demand. Traditionally, market researchers have used data at a very high level of geographic aggregation which raises real concerns regarding valid causal inferences. The availability of data at lower level of geographic aggregation, including consumer panel data, holds out the prospect for improved causal inferences even in the absence of experimentation. In addition, the highly targeted nature of some forms of advertising pose significant challenges for ad effect measurement. At the same time, heterogeneity in the effects of marketing variables create a profusion of model parameters placing further demands on the method of inference. In this chapter, we will review methods of inference as they apply specifically to the challenges posed in marketing applications.","","Statistical inference, Bayesian inference, Causal inference, Heterogeneity, Endogeneity","",""
7,"","Zhang2020","Zhang, Zhang; Song, Shuhui; Yu, Jun; Zhao, Wenming; Xiao, Jingfa; Bao, Yiming","The Elements of Data Sharing","Genomics, Proteomics & Bioinformatics",18,1,"","1-4",2020,"","","https://www.sciencedirect.com/science/article/pii/S1672022920300486","","","","","","","","","","","","","","","","",""
7,"","CorralesGaray2019","Corrales-Garay, Diego; Urbina-Criado, Marta Ortiz-de; Mora-Valentín, Eva-María","Knowledge areas, themes and future research on open data: A co-word analysis","Government Information Quarterly",36,1,"","77-87",2019,"","","https://www.sciencedirect.com/science/article/pii/S0740624X18303216","","","","","","","","","","","","","This paper aims to contribute to a better understanding of the literature on open data in three ways. The first is to develop a descriptive analysis of journals and authors to identify the knowledge areas in which open data are applied. The second is to analyse the conceptual structure of the field using a bibliometric technique. The co-word analysis enabled us to create a map of the main themes that have been studied, identifying their importance and relevance. These themes were analysed and grouped. The third is to propose future research trends. According to our results, the main knowledge areas are Engineering, Health, Public Administration, Management and Education. The main themes are big data, open-linked data and data reuse. Finally, several research questions are proposed according to knowledge area and theme.","","Open data, Bibliometric analysis, Co-word analysis, Science map, Knowledge areas, Most-studied themes, Future trends","",""
7,"","Santipantakis2020","Santipantakis, Georgios M.; Glenis, Apostolos; Patroumpas, Kostas; Vlachou, Akrivi; Doulkeridis, Christos; Vouros, George A.; Pelekis, Nikos; Theodoridis, Yannis","SPARTAN: Semantic integration of big spatio-temporal data from streaming and archival sources","Future Generation Computer Systems",110,,"","540-555",2020,"","","https://www.sciencedirect.com/science/article/pii/S0167739X17320319","","","","","","","","","","","","","An ever-increasing number of applications in critical domains, such as maritime and aviation, generate, collect, manage and process spatio-temporal data related to the mobility of entities. This wealth of data can be exploited for various purposes, towards improving the safety of operations, reducing economical costs, and increasing dependability: The major issue to achieve these objectives is increasing predictability of moving objects’ trajectories and events. To achieve this purpose in a data-driven way we need to exploit in integrated manners data from a variety of disparate and heterogeneous data sources, both streaming and archival, regarding – among other – surveillance, weather, and contextual data. Motivated by this fact, in this paper, we propose a framework for semantic integration of big mobility data with other data sources that are necessary to data analytics tasks, providing a unified representation of such data. Notable features of our framework include the real-time generation of data synopses of moving entities’ trajectories, the efficient and flexible transformation of data from heterogeneous and big data sources in RDF, and the spatio-temporal link discovery between spatio-temporal entities in diverse data sources. The design and implementation of our framework uses big data technologies (Apache Flink and Kafka), and our experimental evaluation demonstrates the efficiency and scalability of the proposed framework using large, real-life datasets.","","RDF generation, Semantic stream generation, Semantic integration, Trajectory summarization, Spatio-temporal link discovery, Big spatio-temporal data","",""
7,"","CorteReal2020","Côrte-Real, Nadine; Ruivo, Pedro; Oliveira, Tiago","Leveraging internet of things and big data analytics initiatives in European and American firms: Is data quality a way to extract business value?","Information & Management",57,1,"","103141",2020,"","Big data and business analytics: A research agenda for realizing business value","https://www.sciencedirect.com/science/article/pii/S0378720617308662","","","","","","","","","","","","","Big data analytics (BDA) and the Internet of Things (IoT) tools are considered crucial investments for firms to distinguish themselves among competitors. Drawing on a strategic management perspective, this study proposes that BDA and IoT capabilities can create significant value in business processes if supported by a good level of data quality, which will lead to a better competitive advantage. Responses are collected from 618 European and American firms that use IoT and BDA applications. Partial least squares results reveal that better data quality is needed to unlock the value of IoT and BDA capabilities.","","Big data analytics, Internet of things, Strategic management, Knowledge-based theory, Dynamics capability theory","",""
7,"","Rempel2018","Rempel, Emily S.; Barnett, Julie; Durrant, Hannah","Public engagement with UK government data science: Propositions from a literature review of public engagement on new technologies","Government Information Quarterly",35,4,"","569-578",2018,"","","https://www.sciencedirect.com/science/article/pii/S0740624X18300182","","","","","","","","","","","","","","","","",""
